Booking ID,Booking Date,Trip Start Date,Trip End Date,Lead Time,Aircraft_hash,Trip Type,Origin,Aircraft Type,Manufacturer,Size,Customer_hash,Price,Salesperson_hash,Flight Time,Flight Distance,Passengers,Itinerary,Starting ICAO,Ending ICAO,Customer Segment,Trip Class,Trip Category,Status
EVOJF,5/20/2022,5/22/2022,5/25/2022,2.0,27e2095b01d8d58859c9c2989cba08fca85c9785b74c88d5d11c92be8df48689,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,c00a472986378b141195da0402227d4e29d3ea78287566523c4325c047e413f4,117623.0,77860aa3545c35b2a1caaa53f0802599dca0498bcccebb930ec388652f4ec41e,11.06666667,4731.0,10.0,KVNY/PHKO/KLAS/KVNY,KVNY,KVNY,New Retail,Roundtrip,Domestic,Booked
IXUTT,7/1/2021,7/1/2021,7/1/2021,0.0,754390e6cfa50107fd87c3ea9dd3404cfc9ddc369cf1ae8da8d0941cafc126d2,Charter | 135,DISPATCH,Falcon 2000,Dassault,Super Mid-Size,f23bb3b35e83615f1a37f0e4788fa1c2c47a862b0da1edd0d8e58b0048ef0b54,39823.0,980221ebd7b0cd417ac42dc2456b58eb9629d52be31386f568a4d070eebf3d30,6.566666667,2424.0,7.0,KFAR/KVNY/KSUN/KVNY,KFAR,KVNY,,,,Booked
UXAHD1,8/2/2023,9/7/2023,9/11/2023,36.0,3ef7e83f6557bd8dc627c80530d315fa30d41449c01c1de6d8c0f9a37816ad79,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,a82c41e0df56d66a545a4235902eaad0f2aeb1563d8a63dc89a1e83f110f1705,92950.7,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,10.53333333,4520.0,2.0,KOXC/KMRY/KOXC,KOXC,KOXC,Key Account,Roundtrip,Domestic,Booked
AFOLF,7/15/2021,7/26/2021,8/2/2021,10.0,82f5e3d5ba341bb271bb046c8046725c690d460903894fb63d3ee5d62852e2e1,Charter | 135,EMAIL,Cessna Citation Ultra,Cessna,Light,4e0dc0f445e77b4916133eabda99529709646d6e87e2ae84459990edfa218952,14745.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,8.566666667,2524.0,5.0,KSUN/KVNY,KSUN,KVNY,,,,Booked
KOURT,7/25/2021,7/21/2021,7/21/2021,-3.0,e6deb61aef9fa3b445978bfc7e702de5d0b4e4fac7ea20a77df691d79a3dbcec,Subcharter | 135,EMAIL,Lear 45,Bombardier,Light,aafe9a49e090ccc3dfe8eb75fbaad44a206b9070442b60204dbb787f4ba9c97c,0.0,c43237bab3363d2fdac6698a860029282220ba6b6a9a692bdc8aaff9ce81d944,0.516666667,197.0,1.0,KLAS/KSNA,KLAS,KSNA,,,,Booked
RECIP,8/4/2023,9/14/2023,9/14/2023,40.0,750c39720f53fc6e413b75fef91f0ac3fb79d80690379e7b139a3c69312a36ad,Charter | 135,EMAIL,Phenom 300,Embraer,Light,f74a5c2c07a9dd8974827ad461213dc1ffd5bec730c5008a220a50eb5a74898a,16085.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,2.383333333,652.0,1.0,KVNY/KPHX/KVNY,KVNY,KVNY,Key Account,Roundtrip,Domestic,Booked
XEITI,8/4/2023,9/23/2023,9/24/2023,50.0,4f9c50d37666a9dae59042a1a8865b4ef73c1ce796bff45c5a90b838d975156a,Subcharter | 135,EMAIL,Learjet 70,Bombardier,Light,f74a5c2c07a9dd8974827ad461213dc1ffd5bec730c5008a220a50eb5a74898a,16127.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,2.4,664.0,6.0,KVNY/KSTS/KVNY,KVNY,KVNY,Key Account,One way trip,Domestic,Booked
MUNED,5/20/2022,5/31/2022,6/1/2022,11.0,f5e5dbadd5457c867af34838e6ef4fc0316e68e4c7ac4fe72229b39d7a93eb27,Subcharter | 135,EMAIL,Gulfstream G650ER,Gulfstream,Large,1fe9df8a4068d75bbf42cfa1eda8286a02a2cdea57e33565b7043f9e5cc5739d,264000.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,11.55,5703.0,3.0,KLAX/LICJ,KLAX,LICJ,Existing Retail,,International,Booked
IHPAK,4/12/2021,4/10/2021,4/17/2021,-1.0,dab209f38de6b14b239023e95bb6875f5a5c3ea12b192371a88e01cb30c61d5e,Charter | 135,EMAIL,Embraer 135BJ,Embraer,Large,f23bb3b35e83615f1a37f0e4788fa1c2c47a862b0da1edd0d8e58b0048ef0b54,94737.0,73203cc3292a916e603f3321f421d7f01e665699b91e0babd3f77bf3306f3ee9,10.66666667,4346.0,11.0,KVNY/PHKO/KVNY,KVNY,KVNY,,,,Booked
XUKOK,5/20/2022,6/9/2022,6/9/2022,19.0,da42719c64724c2538e4a311c77ecc9f6ed23e5f0115a827c08916be2c6bac87,Subcharter | 135,EMAIL,Phenom 300,Embraer,Light,58ad94d51e997f37de2dd36fe2e99b77c8b7ac61bca4eef5e46149b54b6c06ca,21657.0,ee161b1189d06b4fc6df8c02df6fcbe3630da808e97e8934213ff9602566107c,2.216666667,869.0,1.0,LIMC/LPBJ,LIMC,LPBJ,Owner,,International,Booked
ALRAN,4/28/2021,4/29/2021,5/2/2021,1.0,3ef7e83f6557bd8dc627c80530d315fa30d41449c01c1de6d8c0f9a37816ad79,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,a7af10ad58e15a023426acd480e4a0dc5239e756488581d8d5d1dd64d8561e01,49000.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,7.083333333,2888.0,7.0,KOXC/KAPA/KOXC,KOXC,KOXC,,,,Booked
YEEDO,5/24/2022,7/10/2022,7/23/2022,47.0,dc21d8a3401f08dc4224faf452deb844d66d43b8216a86c29c4163630820bddd,Charter | 135,EMAIL,Gulfstream G550,Gulfstream,Large,b0afabbc4c32115ab1366cfd89f8385ec4e7badab1c8196234a8f68dbbb72e71,235861.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,0.0,9128.0,12.0,,,,Key Account,One way trip,Domestic,Cancelled
OJTIV,8/9/2023,8/15/2023,8/18/2023,6.0,6fecc3161ec38c97e3e89925772ad9c4197c1e08515bc427fe44c16ca09a1ad3,Charter | 135,EMAIL,Hawker 850XP,Beechcraft,Mid-Size,af0a19c13fa696a98952fa6c86112735fd23a4409eb30bde92d0d59aee6cc36b,45251.0,a4b5b7e98099f19dcd58717a90e9b8e4f61bde079936d4aae14fea7e9700c78f,0.0,2856.0,2.0,KHPN/KBJC/KHPN,KHPN,KHPN,Wholesale,Roundtrip,Domestic,Cancelled
AYILJ,5/24/2022,6/2/2022,6/4/2022,9.0,7525745cee5bc8f364e98f1c0778476bd6a617a7e9213c5e7c2401b4e9890083,Charter | 135,EMAIL,Citation X,Cessna,Super Mid-Size,e98086255aa17b7ff95d4072db6764349d521220fcb3ac9f9970cd5749ef9555,47196.0,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,6.883333333,3068.0,4.0,KBFI/KBVX/KBFI,KBFI,KBFI,Wholesale,Roundtrip,Domestic,Booked
BUEMA1,8/9/2023,8/12/2023,8/12/2023,3.0,aa68ce69673ec50f220a66d84fcf0140308a2e3cc56d463ac6a979ab89b49889,Charter | 135,EMAIL,Global Express,Bombardier,Large,cbe97102dc069ae66fd1b633abc2742ce11578f1c8abcb19ddeca351034d7749,35960.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,2.9,1232.0,8.0,KVNY/KSAF/KVNY,KVNY,KVNY,Wholesale,Roundtrip,Domestic,Booked
OKBAS1,5/24/2022,6/3/2022,6/7/2022,10.0,52760a4c25e952ceda4ca3f889d201bf320881865c54710a0a004ab40fdc0d15,Charter | 135,AVINODE,Global 6000,Bombardier,Large,6e98d17a0e363ca475454ea228550722396f7076f9b06952a8efc09b3d9ebbbd,266445.0,77860aa3545c35b2a1caaa53f0802599dca0498bcccebb930ec388652f4ec41e,19.45,8903.0,2.0,KVNY/PHNL/KSFO/KBOS/KVNY,KVNY,KVNY,Wholesale,Roundtrip,Domestic,Booked
YUYAR,4/29/2021,4/30/2021,5/2/2021,1.0,a4a2be28d2ec87be1e6864761e4d42088fce884c27d9d6cfda6e0fcf37476de4,Charter | 135,EMAIL,Falcon 900,Dassault,Large,7c28d89fe9b718d962d29ff2cfa308d805e59e2426c1bd164e419b38eae7a9a2,53642.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,7.85,3192.0,2.0,KVNY/KSDF/KVNY,KVNY,KVNY,,,,Booked
KOWAO,5/24/2022,5/28/2022,5/29/2022,3.0,2d2cdefd93481bd97a4732bff79d8c9e98a6779b8d9a068d3bd406d89c7fbb79,Charter | 135,EMAIL,Global 5000,Bombardier,Large,8b11c4598b07c003f2f9a9e67e493cdc0b2e846e200fbb7490f17d684909a17f,109495.0,b53d8f4d7c9bf9814f243122f72a558f4b96cea969292403bcb344bf8a8abfdb,9.133333333,3907.0,2.0,LFPB/LIPO/KFOK/KOXC,LFPB,KOXC,Wholesale,One way trip,International,Booked
UKMER1,8/4/2023,9/13/2023,9/21/2023,40.0,3305171bff11b911208d759a3515786d54c292f083da7d63823fdb44a4e39003,Charter | 135,EMAIL,Gulfstream 650,Gulfstream,Large,6ad0839296f44f7820a1afb5d10bfdeac8fd21eba1394782284bcdae9177e7c9,315221.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,0.0,11012.0,4.0,KSNA/KSAT/LFPB/KSAT/KSNA,KSNA,KSNA,Key Account,Roundtrip,International,Cancelled
AYEZH,4/21/2021,5/3/2021,5/7/2021,12.0,b9c786ca6d6f0be26279f86d73a7c9e43bba5943e6446a9e21a4889f9826636b,Charter | 135,EMAIL,Gulfstream IV/SP,Gulfstream,Large,a77e9bbe122dce8cc0977b1d4fddacf68002426f36123c6021c78cf1ea06c805,71050.0,8f7827d07970ecd0b3e0d770c4d38fbc8f407b18c22b2d049fdbec5eb0b833bf,6.2,2270.0,1.0,KVNY/KSAN/KDAL/KSAN/KVNY,KVNY,KVNY,,,,Booked
YUJAD1,5/10/2021,5/11/2021,5/20/2021,0.0,c735bb2bc462a921e953fdd42f6435a7557492d27c17ff48bf6826b7cd4cf34c,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,d7ee5e8d30d89d46ce71698ba00da134f2ccb91e624de38b724a66c0c0e277aa,173027.0,c43237bab3363d2fdac6698a860029282220ba6b6a9a692bdc8aaff9ce81d944,22.1,7875.0,4.0,KVNY/KIAH/KDAL/KMCI/KSDF/KOPF/TJSJ/KTIX/KPDK/KCAE/KECG/KPHF/KMQY/KLBB/KVNY,KVNY,KVNY,,,,Booked
ASJEF2,8/3/2021,8/10/2021,8/10/2021,7.0,c348904ac24c5e6e2839e5ec4285c2e368edc3bfde99ba70abeb6e696cad5f10,Subcharter | 135,EMAIL,Lear 60,Bombardier,Light,dd6671189453e31ccba26e26b0b53ff96a8503d732a5917e2a8f6c02e8d10a7e,25499.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,2.766666667,1074.0,0.0,MMPR/KVNY,MMPR,KVNY,,,,Booked
EZAHF,5/25/2022,6/3/2022,6/10/2022,9.0,617a5af44e5f7e39b676cdefe520c06a7893859b7de3203ae8d6ccf0d3e3c135,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,74ba1dd4a8c6ffb00a395ce7a3ac3b54246637ba85c9f148d42c03e6c24ee198,148816.0,77860aa3545c35b2a1caaa53f0802599dca0498bcccebb930ec388652f4ec41e,0.0,5347.0,13.0,PAJN/KVNY,PAJN,KVNY,Key Account,One way trip,International,Cancelled
ISTII,8/5/2021,8/14/2021,8/15/2021,9.0,6a0c7aa40319afd851873298f9427de53587ad795e9f2bbfcdd10168775b0da5,Charter | 135,EMAIL,Hawker 900XP,Beechcraft,Mid-Size,a77e9bbe122dce8cc0977b1d4fddacf68002426f36123c6021c78cf1ea06c805,16394.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,1.933333333,604.0,8.0,KVNY/KAPC/KVNY,KVNY,KVNY,,,,Booked
USCIO,5/24/2022,5/26/2022,5/26/2022,2.0,82f5e3d5ba341bb271bb046c8046725c690d460903894fb63d3ee5d62852e2e1,Charter | 135,EMAIL,Cessna Citation Ultra,Cessna,Light,d0aafaf8a71ebef24ba70dec2d02d7fba25d779bfd8782adabc72e60f15e6226,16497.0,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,3.3,1047.0,3.0,KSBA/KIGM/KSTS/KSBA,KSBA,KSBA,Wholesale,Roundtrip,Domestic,Booked
OCQIS,4/13/2021,4/19/2021,4/20/2021,5.0,e11560bd9837851c63fcccf4aeacb6b7df1d255ede574d051b531c2b42b1e0fb,Charter | 135,AVINODE,Falcon 2000EX,Dassault,Super Mid-Size,360c3ac8ea4453d76496ae1a88bd83930bee0caca383cd4d784e6844c5b30e93,47545.0,47cb1d67cdc07ff8e03deddfa90be6739ac863880f747cf11149f40c93b6babc,7.616666667,3082.0,7.0,PHNL/PHLI/KPDX/KVNY,PHNL,KVNY,,,,Booked
OKIFM,5/28/2021,6/1/2021,6/3/2021,4.0,a5068e763642141656a1283d5e62814eee5b22f759fbae541af881006aab31ce,Subcharter | 135,EMAIL,Learjet 45,Bombardier,Light,4be73cd4c94c710b73ec2fa09f4c08842e5ad001bb254b35e1eba4a5d2568b6d,27436.0,77860aa3545c35b2a1caaa53f0802599dca0498bcccebb930ec388652f4ec41e,4.7,1732.0,1.0,KLAX/KHEQ/KLAX,KLAX,KLAX,,,,Booked
ICBOI,5/24/2022,5/24/2022,5/26/2022,0.0,754390e6cfa50107fd87c3ea9dd3404cfc9ddc369cf1ae8da8d0941cafc126d2,Charter | 135,EMAIL,Falcon 2000,Dassault,Super Mid-Size,1fe9df8a4068d75bbf42cfa1eda8286a02a2cdea57e33565b7043f9e5cc5739d,26140.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,2.0,1286.0,3.0,KSUN/KSLC/KVNY,KSUN,KVNY,Existing Retail,Roundtrip,Domestic,Booked
IFIMF,8/15/2023,8/16/2023,8/16/2023,1.0,7c9b6563b560b9626c8e63638d2fb3b9b910ea058cc2c9864923e436004451c9,Subcharter | 135,EMAIL,Citation Sovereign,Cessna,Super Mid-Size,6ea97ecc6d7b522a3f80be46c21b7f1caaaf0091ffa69714b5174c070e31781b,15232.0,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,1.8,639.0,2.0,KDPA/KACY,KDPA,KACY,Key Account,,Domestic,Booked
OKWOT,5/25/2022,5/26/2022,5/26/2022,1.0,10765d6eea4597c0b7dbe1981a515090b0fdb76acb60f8fced7a95351711c984,Subcharter | 135,EMAIL,Hawker 800XP,Beechcraft,Mid-Size,90357535d11a711237a404197097f482d9d9bc2e331ae159f9655b8e03a37919,40645.0,b53d8f4d7c9bf9814f243122f72a558f4b96cea969292403bcb344bf8a8abfdb,4.3,1629.0,4.0,KVNY/KBTL,KVNY,KBTL,Owner,,Domestic,Booked
ROOSF,8/17/2021,8/21/2021,8/21/2021,4.0,399fb2fc8b307b24f2feb47a5c1376623cfe8283fa68b4fdf3c7813661bd625a,Subcharter | 135,EMAIL,Gulfstream IVSP,Gulfstream,Large,caec925c1acc8a3d9aea8ec85fe3c82e415db280184198e689121ce088c83f44,17058.0,ef1a24e63c3e048cdb8f2ac976b9c24f6cb3a3a6bf75604758fba75a70c330b6,0.616666667,278.0,1.0,KOAK/KVNY,KOAK,KVNY,,,,Booked
ILIZN,5/25/2022,6/8/2022,6/9/2022,14.0,6a0c7aa40319afd851873298f9427de53587ad795e9f2bbfcdd10168775b0da5,Charter | 135,AVINODE,Hawker 900XP,Beechcraft,Mid-Size,b945a570f552f38a8c04969cd54a232b416367215f4ed9b3685fc8b3b2d2086e,49715.0,26a09284d375ce135afdc120f87fdfeb8a9f6c34896927f39102fdd75e5b1989,0.0,3140.0,2.0,,,,Wholesale,One way trip,International,Cancelled
UQIWS,4/14/2021,4/15/2021,4/19/2021,0.0,7525745cee5bc8f364e98f1c0778476bd6a617a7e9213c5e7c2401b4e9890083,Charter | 135,EMAIL,Citation X,Cessna,Super Mid-Size,38cc9965674d0f46900b816521c67be29b9808447c36b19045dfc1007576c828,56285.0,5ffbf8ba71921b90e37678fc08b6123f21b28ce01d4569f5faf71ce0f15af78c,7.8,3141.0,8.0,KVNY/KFTW/KBAZ/KVNY/KBFI,KVNY,KBFI,,,,Booked
QEUSA,5/26/2022,6/1/2022,6/1/2022,6.0,5fe8b0602f3f0218dca8449c3c93e1e99325bac76f4d2cb1bf1f4c5e4f4056f1,Subcharter | 135,EMAIL,Learjet 40,Bombardier,Light,74ba1dd4a8c6ffb00a395ce7a3ac3b54246637ba85c9f148d42c03e6c24ee198,9285.0,77860aa3545c35b2a1caaa53f0802599dca0498bcccebb930ec388652f4ec41e,0.8,199.0,1.0,KLAS/KVNY,KLAS,KVNY,Key Account,,Domestic,Booked
EGUPY3,8/15/2023,8/21/2023,8/21/2023,5.0,8b0da03ea7f524ed8585c58c0925e81f01e052b2d25824fc57d71d7e21274235,Subcharter | 135,EMAIL,Citation Excel,Cessna,Mid-Size,bbcade89b60e927bbbab7d8a5447194cd3fbe3edd489401a3198495da83674bd,0.0,f8555eb1ab27606a279a5de05e3252a5437194d1df89945119c345d4d81ea148,1.65,414.0,6.0,KSNA/KSFO/KMCE,KSNA,KMCE,New Retail,,Domestic,Booked
FOUKL2,5/25/2022,5/30/2022,5/30/2022,4.0,043e504a4fa68e9d16e35055beea24aa29a0646187b33133eb6a4de213104512,Charter | 135,EMAIL,Falcon 900EX EASy,Dassault,Large,1a93de506127194cd8b7e5ea15596407c2930b4f457e33cae7f0fa59d5bab765,32268.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,0.0,314.0,2.0,,,,Key Account,One way trip,Domestic,Cancelled
ILOMK,4/15/2021,4/16/2021,4/16/2021,1.0,c956bae345ec82422aa6eb1bb95f9a7006e6124142bd22d3c238b0c717a6c402,Charter | 135,EMAIL,Challenger 350,Bombardier,Super Mid-Size,0ff39caad4ae4f0a4f19c79369cb7847273e4715e081fe1f86752a2e7f9a3c56,20547.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,3.083333333,1077.0,8.0,KBED/KBCT/KPBI,KBED,KPBI,,,,Booked
PEEMG,4/16/2021,4/22/2021,4/23/2021,6.0,82f5e3d5ba341bb271bb046c8046725c690d460903894fb63d3ee5d62852e2e1,Charter | 135,EMAIL,Cessna Citation Ultra,Cessna,Light,1bf418eccb3a5d810bded2d75985758c21bf180dbd2506f8b739a2d3991cefe4,7377.0,980221ebd7b0cd417ac42dc2456b58eb9629d52be31386f568a4d070eebf3d30,1.933333333,516.0,1.0,KSBA/KSAC/KSBA,KSBA,KSBA,,,,Booked
LAIMN,5/26/2022,5/30/2022,5/30/2022,4.0,043e504a4fa68e9d16e35055beea24aa29a0646187b33133eb6a4de213104512,Charter | 135,EMAIL,Falcon 900EX EASy,Dassault,Large,b3c930494869dfa550278b59d1443bc0a7660e375f441305feb1cad09ff8e371,20129.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,2.083333333,626.0,9.0,KVNY/KAPC/KSBA/KVNY,KVNY,KVNY,New Retail,Roundtrip,Domestic,Booked
YOURP,4/27/2021,4/28/2021,5/1/2021,1.0,530da37ef03844782fd6f846f44a152a7d7807f18c7cd1f6e57379d3d2b98bbc,Charter | 135,DISPATCH,Falcon 2000EX,Dassault,Super Mid-Size,5a12f31a277b2e2685b67bf2af2f28e978300d4ed0e7a8ec42cdf5cedec3c069,40140.0,ba37f3c0fd7ac942221e2783f584b7e5467b62786d11c239a57eaa7c703ef5b2,3.5,1182.0,1.0,KVNY/KSUN/KVNY,KVNY,KVNY,,,,Booked
BAYAO,6/16/2021,6/19/2021,6/19/2021,3.0,96d21f10576425866ed1a7e69904a89efec991a61829540ac18bfea3706d32da,Subcharter | 135,EMAIL,Gulfstream 200,Gulfstream,Super Mid-Size,7470a75872b8f3c906541de0b5eaef8e93573d88a691ec9dfcedb7eb106fccc7,12709.0,c92ce3c01e4352febbd906e365788edbbdec768e4928b7cf47091a952512e75a,2.1,808.0,10.0,KVNY/MMSD,KVNY,MMSD,,,,Booked
FIQIH,6/8/2022,7/8/2022,7/15/2022,30.0,043e504a4fa68e9d16e35055beea24aa29a0646187b33133eb6a4de213104512,Charter | 135,EMAIL,Falcon 900EX EASy,Dassault,Large,cb80a82881cbe745b94943f622ada61ea1c9eb84e0fb79256a148c2a0e056a68,137338.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,12.53333333,4904.0,6.0,KVNY/KLAS/KVNY/PHOG/KAPC/KVNY,KVNY,KVNY,Owner,Roundtrip,Domestic,Booked
ATOPL2,8/16/2023,8/28/2023,8/30/2023,12.0,912852a11a3cc03b23a6753b57397ec05cc463a77e372bc224d592aa9c9e63d8,Subcharter | 135,EMAIL,Lear 45,Bombardier,Light,8f26763b263de197cd6088e1217e6888e907bdfa31ab98910a4480e211f7cce3,21838.0,26a09284d375ce135afdc120f87fdfeb8a9f6c34896927f39102fdd75e5b1989,1.383333333,486.0,1.0,KPRC/RBK/KPRC,KPRC,KPRC,New Retail,,Domestic,Booked
EWEMP,5/26/2022,6/15/2022,6/17/2022,20.0,043e504a4fa68e9d16e35055beea24aa29a0646187b33133eb6a4de213104512,Charter | 135,EMAIL,Falcon 900EX EASy,Dassault,Large,c81460861833d6103789f52335454cec4d0aa6cac7aa57f26f692f63088c0f8a,83346.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,15.51666667,6387.0,3.0,KVNY/KTEB/KTEB/KVNY,KVNY,KVNY,Key Account,Roundtrip,Domestic,Booked
BIOKV,6/26/2021,6/26/2021,6/28/2021,0.0,0ed710c493edd66c71ed2c6f5bd7e9b3fc553c2cc64fee0abc6ea76325ee767e,Charter | 135,EMAIL,Gulfstream G450,Gulfstream,Large,798e1b7d3be18c94a45b743d0a07d998ae213dd737cc8eb6ec630abe211c10c0,72370.0,980221ebd7b0cd417ac42dc2456b58eb9629d52be31386f568a4d070eebf3d30,10.05,4350.0,3.0,KOXC/KHPN/KVNY,KOXC,KVNY,,,,Booked
MIAPQ,5/26/2022,5/26/2022,5/28/2022,0.0,043e504a4fa68e9d16e35055beea24aa29a0646187b33133eb6a4de213104512,Charter | 135,EMAIL,Falcon 900EX EASy,Dassault,Large,756c9dfcea65425bb1c8d7ead8ed293740f993a911bfb02161cdb0fb1c5a7cb8,92182.0,ef1a24e63c3e048cdb8f2ac976b9c24f6cb3a3a6bf75604758fba75a70c330b6,10.0,3934.0,2.0,KVNY/KSAN/KBUF/KVNY,KVNY,KVNY,New Retail,Roundtrip,Domestic,Booked
ZIOXL2,8/18/2023,8/18/2023,8/19/2023,0.0,64ec2bee2b64ea2d0e24c6a72d72b4358d6b4338c07ef75d7e081c679392f358,Charter | 135,EMAIL,Gulfstream 550,Gulfstream,Large,5d7b72b2dac7315bcf0997fc3de1c3a466e4e9abff29350ab69ac667c4f6feef,92669.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,6.7,2766.0,8.0,KASE/KMRY/KBFI/KMRY/KASE,KASE,KASE,New Retail,One way trip,Domestic,Booked
UWOCX,7/21/2023,9/15/2023,9/17/2023,56.0,28f2af552451998ca6e15f95fdb4a1bb84db74092d5b9bd5a6e1affb0dc43809,Charter | 135,EMAIL,Falcon 2000EX,Dassault,Super Mid-Size,5e59368f415ad448a301637a7692fc005ae0d9a2fdc78c530a3180c7fdb48b7e,81061.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,10.55,6700.0,10.0,KVNY/KPVD/KVNY,KVNY,KVNY,Key Account,Roundtrip,International,Booked
TIRUR,11/11/2021,12/26/2021,12/26/2021,44.0,a6ae689ae8d00e5c5a3c8ea98312740aaf33ac29ba7aa97fda694416db9a6205,Subcharter | 135,EMAIL,Challenger 350,Bombardier,Super Mid-Size,c48269e6eb450a367ef75e962c0649ec41c5a343bb769722cfbf324e15f25844,15366.09,c92ce3c01e4352febbd906e365788edbbdec768e4928b7cf47091a952512e75a,4.066666667,1290.0,9.0,KADS/KDTO/KEGE/KASE/KVNY,KADS,KVNY,,,,Booked
UDXIJ,11/11/2021,11/11/2021,11/13/2021,0.0,574848b71bfd14bfd3d505fecd537d6eadeaf27e21e117f58ecc7b813512f66b,Charter | 135,EMAIL,Falcon 2000EX,Dassault,Super Mid-Size,b82c01e9d91341b4915484c10ff0695d09b8ab6011ab08f55385b92e1625bfc4,36099.53,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,6.783333333,2561.0,5.0,KPTK/KAPA/KMDW,KPTK,KMDW,,,,Booked
OBQAF,10/26/2021,11/27/2021,11/28/2021,32.0,91bc9cd76d826101ab06f452d4804b80736c4da0800608e6e764dacd02c753f9,Charter | 135,EMAIL,Embraer 135BJ,Embraer,Large,22f52bf7c88ed49c486908f078144a9ff3e606390feb5e7da051b808dbcf8d1b,36332.09,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,6.65,2458.0,7.0,KTEB/KFOK/KVNY/KLAS,KTEB,KLAS,,,,Booked
TARAP,5/26/2022,5/27/2022,5/27/2022,0.0,3263968ac3421a6e62ce45c21c2d046902d1391ba3cb2982e9366a5a5ab3116d,Subcharter | 135,EMAIL,Gulfstream 200,Gulfstream,Super Mid-Size,a5be6dbd3b60b5d544681fe86557d19c893b724a515ddf3e0276ec61af4cbfa2,53271.0,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,2.633333333,976.0,8.0,KASE/MMSD,KASE,MMSD,Owner,,International,Booked
PIXOX3,10/28/2021,10/27/2021,10/27/2021,-1.0,f3e5e89a4a75b9e404e028e8f29f2e03d7f78f972015abd0d7dbbc83026821fc,Subcharter | 135,EMAIL,King Air 200,Beechcraft,Mid-Size,29ffa3fc506f0515d45e8bdc3589aab02cbb474bf53a8c7576d578e4c6cca351,4000.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,0.666666667,308.0,0.0,KDVO/KVNY,KDVO,KVNY,,,,Booked
UFAZW,11/19/2021,11/21/2021,11/22/2021,2.0,64ec2bee2b64ea2d0e24c6a72d72b4358d6b4338c07ef75d7e081c679392f358,Charter | 135,EMAIL,Gulfstream 550,Gulfstream,Large,4822b26282d97766e57713b59661f08533174ac9aa6e809f937e53d4bd0d3c45,66788.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,5.683333333,2173.0,2.0,KVNY/KSDL/MMMY/KLAX,KVNY,KLAX,,,,Booked
VAHAZ,6/2/2022,6/10/2022,6/12/2022,8.0,6a0c7aa40319afd851873298f9427de53587ad795e9f2bbfcdd10168775b0da5,Charter | 135,EMAIL,Hawker 900XP,Beechcraft,Mid-Size,34c86211601beb25dc2812b85479e2a85ccee4cf8cfe2a6c8a8f5d414235ca90,48756.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,8.183333333,3102.0,4.0,KTIW/KBFI/KADS/KBFI/KPSC,KTIW,KPSC,Key Account,One way trip,Domestic,Booked
